URL,Repo Name,Date,CVE ID,CVE Severity,Name,Component Type,Ownership,Num of Contributor,Num of Minor 5%,Per of Minor 5%,Avg of Minor Contri 5%,Num of Minor 10%,Per of Minor 10%,Avg of Minor Contri 10%,Num of Minor 20%,Per of Minor 20%,Avg of Minor Contri 20%,Num of Minor 50%,Per of Minor 50%,Avg of Minor Contri 50%,Days Difference,Release Info,Time Stage,Oss Stage,Age,Release Info Aged,Time Stage Aged,Oss Stage Aged,License Info,License Type,Total Added,Total Deleted,File Size,Is Defective,Is Pre-release,Is Post-release
https://github.com/opencv/opencv/pull/10369/commits/7bbe1a53cfc097b82b1589f7915a2120de39274c,opencv,2017-12-21T01:12:24Z,CVE-2017-17760,6.5,opencv/modules/imgcodecs/src/grfmt_pxm.cpp,file,0.176470588,12,0,0,0,9,0.75,0.058823529,12,1,0.083333333,12,1,0.083333333,2780,"[0, 0, 0, 0, 0]",t5,TI,2653,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,636,93,543,TRUE,FALSE,FALSE
https://github.com/opencv/opencv/pull/15382,opencv,2019-08-23T13:18:18Z,CVE-2019-15939,5.9,opencv/modules/objdetect/src/hog.cpp,file,0.098765432,42,39,0.928571429,0.019626464,42,1,0.023809524,42,1,0.023809524,42,1,0.023809524,3390,"[0, 0, 0, 0, 0]",t5,TI,3390,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,5754,2286,3622,TRUE,FALSE,FALSE
https://github.com/opencv/opencv/commit/d1615ba11a93062b1429fce9f0f638d1572d3418,opencv,2019-05-27T06:18:26Z,CVE-2019-19624,6.5,opencv/modules/video/src/dis_flow.cpp,file,0.333333333,5,0,0,0,0,0,0,4,0.8,0.166666667,5,1,0.2,3302,"[0, 0, 0, 0, 0]",t5,TI,200,"[0, 0, 0, 0, 0]",t3,II,Apache,permissive,1800,209,1591,TRUE,FALSE,FALSE
https://github.com/opencv/opencv/commit/d1615ba11a93062b1429fce9f0f638d1572d3418,opencv,2019-05-27T06:18:26Z,CVE-2019-19624,6.5,opencv/modules/video/test/test_OF_accuracy.cpp,file,0.5,2,0,0,0,0,0,0,0,0,0,2,1,0.5,3302,"[0, 0, 0, 0, 0]",t5,TI,198,"[0, 0, 0, 0, 0]",t3,II,Apache,permissive,175,0,175,TRUE,FALSE,FALSE
https://github.com/opencv/opencv_contrib/pull/3480,opencv_contrib,2023-04-24T06:07:37Z,CVE-2023-2617,7.5,opencv_contrib/modules/wechat_qrcode/src/zxing/qrcode/decoder/decoded_bit_stream_parser.cpp,file,0.5,2,0,0,0,0,0,0,0,0,0,2,1,0.5,3511,"[0, 0, 0, 0, 0]",t5,TI,826,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,506,8,498,TRUE,FALSE,FALSE
https://github.com/opencv/opencv_contrib/pull/3480,opencv_contrib,2023-04-24T06:07:37Z,CVE-2023-2617,7.5,opencv_contrib/modules/wechat_qrcode/test/test_qrcode.cpp,file,0.75,3,0,0,0,0,0,0,2,0.666666667,0.125,2,0.666666667,0.125,3511,"[0, 0, 0, 0, 0]",t5,TI,825,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,485,15,470,TRUE,FALSE,FALSE
https://github.com/opencv/opencv_contrib/pull/3484,opencv_contrib,2023-04-27T09:39:07Z,CVE-2023-2618,7.5,opencv_contrib/modules/wechat_qrcode/src/zxing/qrcode/decoder/decoded_bit_stream_parser.cpp,file,0.5,2,0,0,0,0,0,0,0,0,0,2,1,0.5,3515,"[0, 0, 0, 0, 0]",t5,TI,826,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,506,8,498,TRUE,FALSE,FALSE
https://github.com/opencv/opencv_contrib/pull/3484/commits/2b62ff6181163eea029ed1cab11363b4996e9cd6,opencv_contrib,2023-04-27T09:39:07Z,CVE-2023-2618,7.5,opencv_contrib/modules/wechat_qrcode/src/zxing/qrcode/decoder/decoded_bit_stream_parser.cpp,file,0.5,2,0,0,0,0,0,0,0,0,0,2,1,0.5,3515,"[0, 0, 0, 0, 0]",t5,TI,826,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,506,8,498,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/sockeye/config.py,file,0.4,4,0,0,0,1,0.25,0.1,2,0.5,0.15,4,1,0.25,1558,"[0, 0, 0, 0, 0]",t5,TI,1268,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,164,78,86,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/CHANGELOG.md,file,0.347826087,34,30,0.882352941,0.012252964,32,0.941176471,0.016057312,33,0.970588235,0.019762846,34,1,0.029411765,1558,"[0, 0, 0, 0, 0]",t5,TI,1422,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,1427,77,1296,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/sockeye/__init__.py,file,0.354700855,35,31,0.885714286,0.011993383,33,0.942857143,0.015022015,34,0.971428571,0.018979387,35,1,0.028571429,1558,"[0, 0, 0, 0, 0]",t5,TI,1546,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,252,238,14,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/sockeye/arguments.py,file,0.337209302,33,29,0.878787879,0.013231756,31,0.939393939,0.016129032,32,0.96969697,0.020712209,33,1,0.03030303,1558,"[0, 0, 0, 0, 0]",t5,TI,1452,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,4143,2695,1430,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/sockeye/beam_search.py,file,0.434782609,10,6,0.6,0.043478261,8,0.8,0.054347826,9,0.9,0.062801932,10,1,0.1,1558,"[0, 0, 0, 0, 0]",t5,TI,733,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,1966,965,1001,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/sockeye/data_io.py,file,0.376623377,18,12,0.666666667,0.017316017,15,0.833333333,0.025974026,17,0.944444444,0.036669213,18,1,0.055555556,1558,"[0, 0, 0, 0, 0]",t5,TI,1370,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,3890,1848,2040,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/sockeye/inference.py,file,0.427536232,24,20,0.833333333,0.012318841,21,0.875,0.015873016,23,0.958333333,0.024889729,24,1,0.041666667,1558,"[0, 0, 0, 0, 0]",t5,TI,1452,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,6343,5114,1211,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/sockeye/vocab.py,file,0.4,12,7,0.583333333,0.033333333,10,0.833333333,0.043333333,11,0.916666667,0.054545455,12,1,0.083333333,1558,"[0, 0, 0, 0, 0]",t5,TI,1246,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,655,190,444,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/test/unit/test_data_io.py,file,0.333333333,8,1,0.125,0.033333333,4,0.5,0.066666667,7,0.875,0.095238095,8,1,0.125,1558,"[0, 0, 0, 0, 0]",t5,TI,1246,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,1202,389,813,TRUE,FALSE,FALSE
https://github.com/awslabs/sockeye/pull/964,sockeye,2021-09-17T14:59:00Z,CVE-2021-43811,7.8,sockeye/test/unit/test_vocab.py,file,0.444444444,6,0,0,0,0,0,0,5,0.833333333,0.111111111,6,1,0.166666667,1558,"[0, 0, 0, 0, 0]",t5,TI,1138,"[0, 0, 0, 0, 0]",t5,TI,Apache,permissive,141,14,127,TRUE,FALSE,FALSE
https://github.com/pytorchlightning/pytorch-lightning/commit/62f1e82e032eb16565e676d39e0db0cac7e34ace,pytorch-lightning,2021-12-17T20:27:15Z,CVE-2021-4118,7.8,pytorch-lightning/CHANGELOG.md,file,0.136320305,176,171,0.971590909,0.003004811,173,0.982954545,0.003592742,176,1,0.005681818,176,1,0.005681818,992,"[0, 0, 0, 0, 0]",t4,TI,571,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,5515,2653,2874,TRUE,FALSE,FALSE
https://github.com/pytorchlightning/pytorch-lightning/commit/62f1e82e032eb16565e676d39e0db0cac7e34ace,pytorch-lightning,2021-12-17T20:27:15Z,CVE-2021-4118,7.8,pytorch-lightning/pytorch_lightning/core/saving.py,file,0.339285714,27,24,0.888888889,0.014136905,25,0.925925926,0.0175,25,0.925925926,0.0175,27,1,0.037037037,992,"[0, 0, 0, 0, 0]",t4,TI,890,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,1175,776,399,TRUE,FALSE,FALSE
https://github.com/pytorchlightning/pytorch-lightning/commit/62f1e82e032eb16565e676d39e0db0cac7e34ace,pytorch-lightning,2021-12-17T20:27:15Z,CVE-2021-4118,7.8,pytorch-lightning/requirements.txt,file,0.406976744,23,19,0.826086957,0.017135863,21,0.913043478,0.021594684,22,0.956521739,0.026955603,23,1,0.043478261,992,"[0, 0, 0, 0, 0]",t4,TI,859,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,178,165,13,TRUE,FALSE,FALSE
https://github.com/pytorchlightning/pytorch-lightning/commit/62f1e82e032eb16565e676d39e0db0cac7e34ace,pytorch-lightning,2021-12-17T20:27:15Z,CVE-2021-4118,7.8,pytorch-lightning/tests/loggers/test_csv.py,file,0.25,6,0,0,0,0,0,0,4,0.666666667,0.125,6,1,0.166666667,992,"[0, 0, 0, 0, 0]",t4,TI,396,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,132,27,105,TRUE,FALSE,FALSE
https://github.com/pytorchlightning/pytorch-lightning/commit/8b7a12c52e52a06408e9231647839ddb4665e8ae,pytorch-lightning,2022-03-05T18:38:16Z,CVE-2022-0845,9.8,pytorch-lightning/CHANGELOG.md,file,0.131099353,271,266,0.981549815,0.002006781,269,0.992619926,0.002779909,271,1,0.003690037,271,1,0.003690037,1070,"[0, 0, 0, 0, 0]",t4,TI,861,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,8007,8019,0,TRUE,FALSE,FALSE
https://github.com/pytorchlightning/pytorch-lightning/commit/8b7a12c52e52a06408e9231647839ddb4665e8ae,pytorch-lightning,2022-03-05T18:38:16Z,CVE-2022-0845,9.8,pytorch-lightning/pytorch_lightning/utilities/argparse.py,file,0.292682927,20,17,0.85,0.027259684,17,0.85,0.027259684,19,0.95,0.037227214,20,1,0.05,1070,"[0, 0, 0, 0, 0]",t4,TI,643,"[0, 0, 0, 0, 0]",t4,TI,Apache,permissive,531,531,0,TRUE,FALSE,FALSE
https://github.com/pytorch/pytorch/commit/767f6aa49fe20a2766b9843d01e3b7f7793df6a3,pytorch,2022-11-17T22:05:27Z,CVE-2022-45907,9.8,pytorch/test/test_jit.py,file,0.116042781,228,222,0.973684211,0.002656935,227,0.995614035,0.003894085,228,1,0.004385965,228,1,0.004385965,3949,"[1, 16, 66, 25, 5]",t5,SI,1866,"[1, 15, 66, 13, 5]",t5,SI,MIT,permissive,65401,48962,16439,TRUE,TRUE,FALSE
https://github.com/pytorch/pytorch/commit/767f6aa49fe20a2766b9843d01e3b7f7793df6a3,pytorch,2022-11-17T22:05:27Z,CVE-2022-45907,9.8,pytorch/torch/csrc/jit/frontend/script_type_parser.cpp,file,0.137931034,27,20,0.740740741,0.021551724,25,0.925925926,0.030344828,27,1,0.037037037,27,1,0.037037037,3949,"[1, 16, 66, 25, 5]",t5,SI,1217,"[0, 12, 66, 10, 2]",t5,SI,MIT,permissive,920,432,488,TRUE,TRUE,FALSE
https://github.com/pytorch/pytorch/commit/767f6aa49fe20a2766b9843d01e3b7f7793df6a3,pytorch,2022-11-17T22:05:27Z,CVE-2022-45907,9.8,pytorch/torch/jit/annotations.py,file,0.125,40,35,0.875,0.017261905,39,0.975,0.022435897,40,1,0.025,40,1,0.025,3949,"[1, 16, 66, 25, 5]",t5,SI,1495,"[1, 13, 66, 11, 4]",t5,SI,MIT,permissive,888,443,445,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/c48431588e7cf8aff61d4c299231e3e925144df8,tensorflow,2018-01-30T20:06:40Z,CVE-2018-7576,6.5,tensorflow/tensorflow/core/lib/gif/gif_io.cc,file,0.181818182,9,0,0,0,7,0.777777778,0.090909091,9,1,0.111111111,9,1,0.111111111,816,"[1, 12, 22, 5, 1]",t4,SI,602,"[1, 9, 20, 4, 1]",t4,SI,Apache,permissive,343,65,151,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/41335abb46f80ca644b5738550daef6136ba5476,tensorflow,2018-03-20T00:23:20Z,CVE-2018-8825,8.8,tensorflow/tensorflow/contrib/lite/toco/tflite/BUILD,file,0.333333333,9,0,0,0,8,0.888888889,0.083333333,8,0.888888889,0.083333333,9,1,0.111111111,864,"[1, 13, 25, 5, 1]",t4,SI,293,"[0, 5, 11, 3, 0]",t4,SI,Apache,permissive,164,17,147,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/41335abb46f80ca644b5738550daef6136ba5476,tensorflow,2018-03-20T00:23:20Z,CVE-2018-8825,8.8,tensorflow/tensorflow/contrib/lite/toco/tflite/import.cc,file,0.727272727,3,0,0,0,1,0.333333333,0.090909091,2,0.666666667,0.136363636,2,0.666666667,0.136363636,864,"[1, 13, 25, 5, 1]",t4,SI,228,"[0, 4, 8, 2, 0]",t3,SI,Apache,permissive,246,13,231,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/41335abb46f80ca644b5738550daef6136ba5476,tensorflow,2018-03-20T00:23:20Z,CVE-2018-8825,8.8,tensorflow/tensorflow/contrib/lite/toco/tflite/import_test.cc,file,0.8,2,0,0,0,0,0,0,1,0.5,0.2,1,0.5,0.2,864,"[1, 13, 25, 5, 1]",t4,SI,129,"[0, 2, 5, 1, 0]",t3,SI,Apache,permissive,319,55,264,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/41335abb46f80ca644b5738550daef6136ba5476,tensorflow,2018-03-20T00:23:20Z,CVE-2018-8825,8.8,tensorflow/tensorflow/contrib/lite/tools/verifier.cc,file,0.411764706,9,0,0,0,6,0.666666667,0.058823529,8,0.888888889,0.073529412,9,1,0.111111111,864,"[1, 13, 25, 5, 1]",t4,SI,919,"[1, 13, 25, 5, 1]",t4,SI,Apache,permissive,559,275,290,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/41335abb46f80ca644b5738550daef6136ba5476,tensorflow,2018-03-20T00:23:20Z,CVE-2018-8825,8.8,tensorflow/tensorflow/contrib/lite/tools/verifier.h,file,0.529411765,7,0,0,0,4,0.571428571,0.058823529,6,0.857142857,0.078431373,6,0.857142857,0.078431373,864,"[1, 13, 25, 5, 1]",t4,SI,920,"[1, 13, 25, 5, 1]",t4,SI,Apache,permissive,94,42,52,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/41335abb46f80ca644b5738550daef6136ba5476,tensorflow,2018-03-20T00:23:20Z,CVE-2018-8825,8.8,tensorflow/tensorflow/contrib/lite/tools/verifier_test.cc,file,0.666666667,4,0,0,0,2,0.5,0.083333333,3,0.75,0.111111111,3,0.75,0.111111111,864,"[1, 13, 25, 5, 1]",t4,SI,131,"[0, 2, 5, 1, 0]",t3,SI,Apache,permissive,567,280,287,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/c89ab82a82585cdaa90bf4911980e9e845909e78,tensorflow,2018-04-09T17:38:58Z,CVE-2018-10055,8.1,tensorflow/tensorflow/compiler/tf2xla/tf2xla_test.cc,file,0.555555556,5,0,0,0,0,0,0,4,0.8,0.111111111,4,0.8,0.111111111,885,"[1, 14, 26, 6, 1]",t4,SI,313,"[0, 6, 12, 4, 0]",t4,SI,Apache,permissive,211,9,103,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/c89ab82a82585cdaa90bf4911980e9e845909e78,tensorflow,2018-04-09T17:38:58Z,CVE-2018-10055,8.1,tensorflow/tensorflow/compiler/tf2xla/tf2xla_util.cc,file,0.647058824,7,0,0,0,6,0.857142857,0.058823529,6,0.857142857,0.058823529,6,0.857142857,0.058823529,885,"[1, 14, 26, 6, 1]",t4,SI,596,"[1, 10, 23, 5, 1]",t4,SI,Apache,permissive,545,456,326,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/dfa9921e6343727b05f42f8d4a918b19528ff994,tensorflow,2018-04-05T07:53:51Z,CVE-2018-7577,8.1,tensorflow/tensorflow/workspace.bzl,file,0.158931083,131,127,0.969465649,0.004296931,129,0.984732824,0.005571365,131,1,0.007633588,131,1,0.007633588,880,"[1, 14, 26, 6, 1]",t4,SI,921,"[1, 14, 26, 6, 1]",t4,SI,Apache,permissive,14192,11664,947,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/dfa9921e6343727b05f42f8d4a918b19528ff994,tensorflow,2018-04-05T07:53:51Z,CVE-2018-7577,8.1,tensorflow/third_party/snappy.BUILD,file,0.2,7,0,0,0,4,0.571428571,0.1,7,1,0.142857143,7,1,0.142857143,880,"[1, 14, 26, 6, 1]",t4,SI,468,"[1, 7, 20, 5, 1]",t4,SI,Apache,permissive,162,50,95,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/e41cb124cd0b325821af85cdacd9d8a12e206418,tensorflow,2019-01-31T21:23:48Z,CVE-2019-9635,6.5,tensorflow/tensorflow/core/lib/gif/gif_io.cc,file,0.266666667,10,0,0,0,7,0.7,0.066666667,9,0.9,0.081481481,10,1,0.1,1182,"[1, 19, 40, 8, 1]",t5,SI,950,"[1, 15, 38, 7, 1]",t4,SI,Apache,permissive,370,69,174,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/d107fee1e4a9a4462f01564798d345802acc2aef,tensorflow,2018-04-04T23:26:25Z,CVE-2018-7575,9.8,tensorflow/tensorflow/core/lib/io/format.cc,file,0.285714286,5,0,0,0,0,0,0,3,0.6,0.142857143,5,1,0.2,880,"[1, 14, 26, 6, 1]",t4,SI,879,"[1, 14, 26, 6, 1]",t4,SI,Apache,permissive,177,12,165,TRUE,TRUE,FALSE
https://github.com/tensorflow/tensorflow/commit/db4f9717c41bccc3ce10099ab61996b246099892,tensorflow,2019-07-03T22:45:01Z,CVE-2019-16778,9.8,tensorflow/tensorflow/core/kernels/segment_reduction_ops.cc,file,0.142857143,22,17,0.772727273,0.025210084,18,0.818181818,0.028344671,22,1,0.045454545,22,1,0.045454545,1335,"[1, 20, 44, 12, 4]",t5,SI,930,"[1, 14, 38, 11, 4]",t4,SI,Apache,permissive,2090,678,1142,TRUE,FALSE,FALSE
https://github.com/tensorflow/tensorflow/commit/db4f9717c41bccc3ce10099ab61996b246099892,tensorflow,2019-07-03T22:45:01Z,CVE-2019-16778,9.8,tensorflow/tensorflow/core/kernels/segment_reduction_ops.h,file,0.151515152,22,17,0.772727273,0.03030303,20,0.909090909,0.036363636,22,1,0.045454545,22,1,0.045454545,1335,"[1, 20, 44, 12, 4]",t5,SI,697,"[0, 11, 26, 9, 3]",t4,SI,Apache,permissive,504,282,147,TRUE,FALSE,FALSE
https://github.com/tensorflow/tensorflow/commit/db4f9717c41bccc3ce10099ab61996b246099892,tensorflow,2019-07-03T22:45:01Z,CVE-2019-16778,9.8,tensorflow/tensorflow/core/kernels/segment_reduction_ops_gpu.cu.cc,file,0.266666667,12,0,0,0,11,0.916666667,0.066666667,11,0.916666667,0.066666667,12,1,0.083333333,1335,"[1, 20, 44, 12, 4]",t5,SI,581,"[0, 9, 24, 8, 3]",t4,SI,Apache,permissive,541,174,253,TRUE,FALSE,FALSE
