Repo User,Repo Name,Filename,Date,URL
opencv,opencv,modules/ts/include/opencv2/ts.hpp,2013-11-29T01:18:36Z,https://github.com/opencv/opencv/pull/1890
opencv,opencv,modules/ts/src/ts.cpp,2013-11-29T01:18:36Z,https://github.com/opencv/opencv/pull/1890
opencv,opencv,modules/videoio/src/cap_android_camera.cpp,2021-08-10T01:46:20Z,https://github.com/opencv/opencv/pull/20529
opencv,opencv,modules/imgproc/src/filter.simd.hpp,2019-07-11T20:53:07Z,https://github.com/opencv/opencv/pull/15025
pytorch,pytorch,test/onnx/test_pytorch_onnx_onnxruntime.py,2021-01-28T21:50:16Z,https://github.com/pytorch/pytorch/pull/51305
pytorch,pytorch,torch/csrc/jit/passes/onnx/shape_type_inference.cpp,2021-01-28T21:50:16Z,https://github.com/pytorch/pytorch/pull/51305
pytorch,pytorch,scripts/onnx/test.sh,2021-01-28T21:50:16Z,https://github.com/pytorch/pytorch/pull/51305
pytorch,pytorch,test/test_autograd.py,2018-03-22T17:47:13Z,https://github.com/pytorch/pytorch/pull/5945
pytorch,pytorch,tools/autograd/templates/Functions.cpp,2018-03-22T17:47:13Z,https://github.com/pytorch/pytorch/pull/5945
tensorflow,tensorflow,tensorflow/python/ops/nn_ops.py,2018-04-12T17:00:48Z,https://github.com/tensorflow/tensorflow/pull/18465
tensorflow,tensorflow,tensorflow/python/kernel_tests/conv3d_transpose_test.py,2018-04-12T17:00:48Z,https://github.com/tensorflow/tensorflow/pull/18465
tensorflow,tensorflow,tensorflow/c/kernels.cc,2021-08-31T03:15:02Z,https://github.com/tensorflow/tensorflow/pull/51758
tensorflow,tensorflow,tensorflow/c/kernels_test.cc,2021-08-31T03:15:02Z,https://github.com/tensorflow/tensorflow/pull/51758
tensorflow,tensorflow,tensorflow/core/framework/tensor_types.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/avgpooling_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/bias_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/broadcast_to_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/constant_op_gpu.cu.cc,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/cwise_op_gpu_select.cu.cc,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/cwise_ops_gpu_common.cu.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/cwise_ops_gpu_gradients.cu.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/fill_functor.cu.cc,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/image/extract_image_patches_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/image/extract_volume_patches_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/pad_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/reduction_gpu_kernels.cu.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/reduction_ops.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/scan_ops.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/slice_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/strided_slice_op.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/core/kernels/tile_functor.h,2021-07-23T02:53:15Z,https://github.com/tensorflow/tensorflow/pull/50917
tensorflow,tensorflow,tensorflow/compiler/jit/mark_for_compilation_pass.cc,2018-03-29T16:58:43Z,https://github.com/tensorflow/tensorflow/pull/18090
BVLC,caffe,src/caffe/test/test_lrn_layer.cpp,2015-02-20T21:21:19Z,https://github.com/BVLC/caffe/pull/1922
BVLC,caffe,src/caffe/layers/lrn_layer.cu,2015-02-20T21:21:19Z,https://github.com/BVLC/caffe/pull/1922
